0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,0,0,1,2.9,6,11,17.7,27.3,39.2,53.8,68.4,82.8,89.1,95.9,98.7,99.5,100,100,100,100,100,100,100,100
