timestep,Demand,Demand AC,Demand DC,Demand shortage AC,Demand shortage DC,PV generation,PV generation DC,Wind generation,Excess generation,Storage discharge,Storage discharge DC,Storage SOC,Storage charge,Storage charge DC,Genset generation,Grid availability
2019-01-01 00:00:00,3.513679340655718,3.513679340655718,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.2,0.0,0.0,3.5136793,0
2019-01-01 01:00:00,3.4506905449931446,3.4506905449931446,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.2,0.0,0.0,3.4506905,0
2019-01-01 02:00:00,3.321365722980615,3.321365722980615,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.2,0.0,0.0,3.3213657,0
2019-01-01 03:00:00,3.2157758094786195,3.2157758094786195,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.2,0.0,0.0,3.2157758,0
2019-01-01 04:00:00,3.1473097272366926,3.1473097272366926,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.2,0.0,0.0,3.1473097,0
2019-01-01 05:00:00,3.1393980910665142,3.1393980910665142,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.2,0.0,0.0,3.1393981,0
2019-01-01 06:00:00,3.174696160133464,3.174696160133464,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.2,0.0,0.0,3.1746962,0
2019-01-01 07:00:00,3.26537568239166,3.26537568239166,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.2,0.0,0.0,3.2653757,0
2019-01-01 08:00:00,3.359098141638389,3.359098141638389,0.0,-0.0,-0.0,0.01154198,0.01154198,0.0,0.0,-0.0,-0.0,0.2,0.0,0.0,3.3475562,0
2019-01-01 09:00:00,3.4646880551403836,3.4646880551403836,0.0,-0.0,-0.0,0.51938911,0.51938911,0.0,0.0,-0.0,-0.0,0.2,0.0,0.0,2.9452989,0
2019-01-01 10:00:00,3.655784498020074,3.655784498020074,0.0,-0.0,-0.0,1.2465339,1.2465339,0.0,0.0,-0.0,-0.0,0.2,0.0,0.0,2.4092506,0
2019-01-01 11:00:00,3.8131043403270803,3.8131043403270803,0.0,-0.0,-0.0,1.4889155,1.4889155,0.0,0.0,-0.0,-0.0,0.2,0.0,0.0,2.3241889,0
2019-01-01 12:00:00,3.919302841226781,3.919302841226781,0.0,-0.0,-0.0,1.2465339,1.2465339,0.0,0.0,-0.0,-0.0,0.2,0.0,0.0,2.672769,0
2019-01-01 13:00:00,3.953992322896025,3.953992322896025,0.0,-0.0,-0.0,1.4196636,1.4196636,0.0,0.0,-0.0,-0.0,0.2,0.0,0.0,2.5343287,0
2019-01-01 14:00:00,3.9655554834524405,3.9655554834524405,0.0,-0.0,-0.0,0.7040608,0.7040608,0.0,0.0,-0.0,-0.0,0.2,0.0,0.0,3.2614947,0
2019-01-01 15:00:00,3.974075707020324,3.974075707020324,0.0,-0.0,-0.0,0.36934337,0.36934337,0.0,0.0,-0.0,-0.0,0.2,0.0,0.0,3.6047323,0
2019-01-01 16:00:00,4.092445955874145,4.092445955874145,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.2,0.0,0.0,4.092446,0
2019-01-01 17:00:00,4.349878425103792,4.349878425103792,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.2,0.0,0.0,4.3498784,0
2019-01-01 18:00:00,4.352921362092323,4.352921362092323,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.2,0.0,0.0,4.3529214,0
2019-01-01 19:00:00,4.278673699572188,4.278673699572188,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.2,0.0,0.0,4.2786737,0
2019-01-01 20:00:00,4.169127967985103,4.169127967985103,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.2,0.0,0.0,4.169128,0
2019-01-01 21:00:00,3.996593440735447,3.996593440735447,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.2,0.0,0.0,3.9965934,0
2019-01-01 22:00:00,3.80793134744658,3.80793134744658,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.2,0.0,0.0,3.8079313,0
2019-01-01 23:00:00,3.5815368354999393,3.5815368354999393,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.2,0.0,0.0,3.5815368,0
2019-01-02 00:00:00,3.3852673997397473,3.3852673997397473,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.2,0.0,0.0,3.3852674,0
2019-01-02 01:00:00,3.259594102113454,3.259594102113454,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.2,0.0,0.0,3.2595941,0
2019-01-02 02:00:00,3.1926494883657908,3.1926494883657908,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.2,0.0,0.0,3.1926495,0
2019-01-02 03:00:00,3.1661759365655797,3.1661759365655797,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.2,0.0,0.0,3.1661759,0
2019-01-02 04:00:00,3.200256830837116,3.200256830837116,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.2,0.0,0.0,3.2002568,0
