,per_unit_pv_generation,per_unit_wind_generation,residential_demand,commercial_demand,industrial_demand
0,0.0,0.5124356435643562,36.66775369070003,0.0,0.0
1,0.0,0.3953465346534654,36.01042061596418,0.0,0.0
2,0.0,0.2973960396039605,34.660823723390564,0.0,0.0
3,0.0,0.2151683168316832,33.55891755463045,0.0,0.0
4,0.0,0.14937623762376237,32.84442508209148,0.0,0.0
5,0.0,0.099009900990099,32.76186150748698,0.0,0.0
6,0.0,0.0590990099009901,33.13022207110708,0.0,0.0
7,0.0,0.034237623762376226,34.07652765695868,0.0,0.0
8,0.0,0.18760396039603958,35.054588463812046,0.0,0.0
9,0.06,0.18665346534653465,36.15649463257214,0.0,0.0
10,0.102,0.18570297029702973,38.150722511480915,0.0,0.0
11,0.18,0.18475247524752472,39.79246743727046,0.0,0.0
12,0.207,0.16397029702970298,40.900724650230906,0.0,0.0
13,0.222,0.14605940594059405,41.26273416965066,0.0,0.0
14,0.162,0.12814851485148512,41.38340400945725,0.0,0.0
15,0.085,0.1427425742574257,41.4723186282621,0.0,0.0
16,0.03,0.15733663366336637,42.707596725229465,0.0,0.0
17,0.0,0.17193069306930692,45.394088421976,0.0,0.0
18,0.0,0.2151683168316832,45.42584364297774,0.0,0.0
19,0.0,0.25984158415841585,44.651016250535484,0.0,0.0
20,0.0,0.31271287128712866,43.507828294473114,0.0,0.0
21,0.0,0.3268514851485149,41.70730726367491,0.0,0.0
22,0.0,0.34216831683168314,39.73848356156752,0.0,0.0
23,0.0,0.3563069306930694,37.37589511903865,0.0,0.0
24,0.0,0.3350990099009902,35.32768336442693,0.0,0.0
25,0.0,0.31389108910891084,34.016192737055405,0.0,0.0
26,0.0,0.29268316831683167,33.317577875017285,0.0,0.0
27,0.0,0.29268316831683167,33.04130745230223,0.0,0.0
28,0.0,0.29150495049504954,33.39696592752162,0.0,0.0
29,0.0,0.29150495049504954,34.88311027040268,0.0,0.0
30,0.0,0.2750099009900989,38.54131172980222,0.0,0.0
31,0.0,0.25984158415841585,43.641200222680396,0.0,0.0
32,0.0,0.24653465346534653,47.988489977817515,0.0,0.0
33,0.064,0.2417821782178218,49.989068900926625,0.0,0.0
34,0.151,0.23702970297029707,50.65592854196301,0.0,0.0
35,0.258,0.23227722772277226,50.52573213585591,0.0,0.0
36,0.283,0.22182178217821782,50.230408580539795,0.0,0.0
37,0.311,0.21136633663366336,50.4431685612514,0.0,0.0
38,0.265,0.20091089108910887,50.39553572974881,0.0,0.0
39,0.173,0.21136633663366336,50.59559362205972,0.0,0.0
40,0.05,0.22277227722772278,51.846749329527974,0.0,0.0
41,0.0,0.23322772277227727,55.08578187170463,0.0,0.0
42,0.0,0.23322772277227727,52.98993728559032,0.0,0.0
43,0.0,0.23322772277227727,51.205293865292965,0.0,0.0
44,0.0,0.23322772277227727,49.014183616173455,0.0,0.0
45,0.0,0.24273267326732673,46.33721848572744,0.0,0.0
46,0.0,0.2512871287128713,43.39350949886688,0.0,0.0
47,0.0,0.25984158415841585,40.72289541262121,0.0,0.0
48,0.0,0.3009306930693069,38.20788190928404,0.0,0.0
49,0.0,0.3445247524752476,36.42323848898669,0.0,0.0
50,0.0,0.3895643564356435,35.4610552926342,0.0,0.0
51,0.0,0.4979801980198018,35.04188637541134,0.0,0.0
52,0.0,0.6063960396039604,35.29910366552537,0.0,0.0
53,0.0,0.7142970297029703,36.58519011609552,0.0,0.0
54,0.0,0.6512079207920792,40.18305665559176,0.0,0.0
55,0.0,0.5876039603960397,45.52110930598293,0.0,0.0
56,0.0,0.5239999999999998,49.928733981023335,0.0,0.0
57,0.032,0.5904950495049506,51.84992485162813,0.0,0.0
58,0.056,0.6569900990099009,52.43739644016017,0.0,0.0
59,0.133,0.7228514851485149,52.79623043747975,0.0,0.0
60,0.188,0.6410891089108911,53.01851698449187,0.0,0.0
61,0.168,0.5572475247524752,52.98041071928979,0.0,0.0
62,0.165,0.4748514851485148,53.04709668339344,0.0,0.0
63,0.098,0.40112871287128715,52.91372475518615,0.0,0.0
64,0.035,0.33745544554455453,53.98387570294452,0.0,0.0
65,0.0,0.27736633663366345,56.16863490786369,0.0,0.0
66,0.0,0.20091089108910887,53.46626560061629,0.0,0.0
67,0.0,0.14075247524752477,51.60858517201497,0.0,0.0
68,0.0,0.09405940594059406,49.24282120738593,0.0,0.0
69,0.0,0.058485148514851475,46.51822324543731,0.0,0.0
70,0.0,0.03577227722772278,43.47289755137122,0.0,0.0
71,0.0,0.019306930693069303,40.73559750102191,0.0,0.0
72,0.0,0.010277227722772278,38.242812652385936,0.0,0.0
73,0.0,0.005247524752475246,36.60424324869657,0.0,0.0
74,0.0,0.0003960396039603964,35.55314543353922,0.0,0.0
75,0.0,0.0,35.11492338371533,0.0,0.0
76,0.0,0.0,35.22924217932156,0.0,0.0
77,0.0,0.0,36.543908328793265,0.0,0.0
78,0.0,0.0,40.16717904509089,0.0,0.0
79,0.0,0.0,45.355982156773926,0.0,0.0
80,0.0,0.0,49.98271785672629,0.0,0.0
81,0.096,0.009702970297029703,52.00234991243646,0.0,0.0
82,0.15,0.030861386138613868,52.580294934667975,0.0,0.0
83,0.265,0.06732673267326733,52.481853749562596,0.0,0.0
84,0.244,0.09950495049504948,52.15795049534494,0.0,0.0
85,0.277,0.13942574257425744,52.018227522937316,0.0,0.0
86,0.238,0.18475247524752472,51.970594691434705,0.0,0.0
87,0.111,0.2903267326732673,52.0785624428406,0.0,0.0
88,0.05,0.42425742574257425,53.08520294859551,0.0,0.0
89,0.0,0.5789306930693069,56.07654476695867,0.0,0.0
90,0.0,0.7385346534653464,53.815573031635346,0.0,0.0
91,0.0,0.854108910891089,51.973770213534884,0.0,0.0
92,0.0,0.9272871287128713,49.56037341740325,0.0,0.0
93,0.0,0.890930693069307,46.71828113774822,0.0,0.0
94,0.0,0.8566039603960395,43.63167365637987,0.0,0.0
95,0.0,0.8235445544554455,41.084904932040956,0.0,0.0
96,0.0,0.6699999999999999,38.687385746410186,0.0,0.0
97,0.0,0.5109900990099009,36.98213037861718,0.0,0.0
98,0.0,0.3574851485148515,36.03264927066538,0.0,0.0
99,0.0,0.3468811881188119,35.5563209556394,0.0,0.0
100,0.0,0.33627722772277235,35.851644510955516,0.0,0.0
101,0.0,0.3256732673267328,37.25840080133224,0.0,0.0
102,0.0,0.26174257425742575,40.98328822483542,0.0,0.0
103,0.0,0.20851485148514848,46.34039400782762,0.0,0.0
104,0.0,0.1613168316831683,50.86868852267461,0.0,0.0
105,0.033,0.15202970297029705,52.300848989852724,0.0,0.0
106,0.098,0.14340594059405937,52.34213077715498,0.0,0.0
107,0.18,0.13478217821782176,51.54507473001151,0.0,0.0
108,0.146,0.11222772277227722,50.47174826015296,0.0,0.0
109,0.153,0.09455445544554456,50.28121693414256,0.0,0.0
110,0.093,0.07772277227722772,50.15102052803547,0.0,0.0
111,0.075,0.02994059405940594,50.735316594467335,0.0,0.0
112,0.063,0.007029702970297029,52.14207288484407,0.0,0.0
113,0.0,0.0,55.51765287732819,0.0,0.0
114,0.0,0.0029702970297029686,54.13630076375285,0.0,0.0
115,0.0,0.014039603960396043,52.42469435175948,0.0,0.0
116,0.0,0.033009900990099,50.16689813853633,0.0,0.0
117,0.0,0.047128712871287115,47.394667345085125,0.0,0.0
118,0.0,0.06287128712871289,44.15245928080828,0.0,0.0
119,0.0,0.08564356435643565,41.46596758406175,0.0,0.0
120,0.0,0.060891089108910904,38.96048064702508,0.0,0.0
121,0.0,0.04467326732673265,37.36636855273814,0.0,0.0
122,0.0,0.02901980198019801,36.48992445309033,0.0,0.0
123,0.0,0.017613861386138616,36.14696806627162,0.0,0.0
124,0.0,0.008019801980198022,36.32797282598149,0.0,0.0
125,0.0,0.002079207920792079,37.712500461657015,0.0,0.0
126,0.0,0.011405940594059407,41.227803426548746,0.0,0.0
127,0.0,0.02777227722772277,46.492819068635924,0.0,0.0
128,0.0,0.05418811881188119,50.948076575178945,0.0,0.0
129,0.066,0.154019801980198,52.77082626067836,0.0,0.0
130,0.127,0.33274257425742565,52.93912893198754,0.0,0.0
131,0.206,0.589049504950495,52.61522567776988,0.0,0.0
132,0.205,0.7641980198019801,51.72607948972138,0.0,0.0
133,0.189,0.8715742574257425,51.351367881900934,0.0,0.0
134,0.184,0.9511683168316832,51.24022460839487,0.0,0.0
135,0.124,0.9003564356435643,51.58953203941394,0.0,0.0
136,0.039,0.8497425742574257,52.62475224407041,0.0,0.0
137,0.0,0.7770297029702969,55.866960308347245,0.0,0.0
138,0.0,0.7470891089108911,54.0696147996492,0.0,0.0
139,0.0,0.7185742574257425,52.027754089237824,0.0,0.0
140,0.0,0.6900594059405941,49.43970357759667,0.0,0.0
141,0.0,0.7043168316831683,46.26100595532329,0.0,0.0
142,0.0,0.7171485148514851,43.62532261217952,0.0,0.0
143,0.0,0.7314059405940595,41.29448939065239,0.0,0.0
144,0.0,0.7413861386138613,39.03351765532907,0.0,0.0
145,0.0,0.7513663366336634,37.19489035932878,0.0,0.0
146,0.0,0.7613465346534654,36.197776419874394,0.0,0.0
147,0.0,0.6642178217821783,35.67381527334581,0.0,0.0
148,0.0,0.5673663366336633,35.45787977053403,0.0,0.0
149,0.0,0.4705148514851485,35.784958546851875,0.0,0.0
150,0.0,0.3996831683168317,37.105975740523924,0.0,0.0
151,0.0,0.33981188118811884,39.54160119135678,0.0,0.0
152,0.0,0.28207920792079205,42.98386714794452,0.0,0.0
153,0.119,0.2891485148514852,46.07365015141306,0.0,0.0
154,0.249,0.2962178217821783,48.071053552422015,0.0,0.0
155,0.325,0.3032871287128712,48.925268997368605,0.0,0.0
156,0.408,0.31035643564356435,49.01735913827363,0.0,0.0
157,0.447,0.3186039603960396,48.53150425694714,0.0,0.0
158,0.381,0.3268514851485149,48.03294728721994,0.0,0.0
159,0.224,0.2683960396039604,47.661411201499675,0.0,0.0
160,0.062,0.2199207920792079,48.217127569029984,0.0,0.0
161,0.0,0.17325742574257424,50.84963539007357,0.0,0.0
162,0.0,0.14738613861386138,49.45240566599735,0.0,0.0
163,0.0,0.12217821782178219,47.772554475005734,0.0,0.0
164,0.0,0.1,45.7497468971954,0.0,0.0
165,0.0,0.10544554455445543,43.31412144636255,0.0,0.0
166,0.0,0.11156435643564357,41.23097894864893,0.0,0.0
167,0.0,0.11886138613861388,38.989060345926646,0.0,0.0
168,0.0,0.13013861386138614,36.89956680401267,0.0,0.0
169,0.0,0.14075247524752477,35.38801828433023,0.0,0.0
170,0.0,0.15202970297029705,34.213075107266135,0.0,0.0
171,0.0,0.1646336633663366,33.543039944129596,0.0,0.0
172,0.0,0.17809900990099012,33.37791279492059,0.0,0.0
173,0.0,0.19710891089108915,33.676411872336864,0.0,0.0
174,0.0,0.2161188118811881,34.60048880348727,0.0,0.0
175,0.0,0.2341782178217822,36.00089404966365,0.0,0.0
176,0.0,0.25318811881188125,38.128493856779706,0.0,0.0
177,0.054,0.25794059405940595,40.1798811334916,0.0,0.0
178,0.141,0.26174257425742575,41.878785457084255,0.0,0.0
179,0.206,0.2664950495049505,43.047377589948,0.0,0.0
180,0.213,0.3032871287128712,43.87618885809321,0.0,0.0
181,0.268,0.33981188118811884,43.955576910597536,0.0,0.0
182,0.268,0.3775148514851485,43.688833054182986,0.0,0.0
183,0.227,0.37162376237623757,43.51735486077364,0.0,0.0
184,0.07,0.36573267326732684,44.66371833893616,0.0,0.0
185,0.0,0.35984158415841583,48.25840935633224,0.0,0.0
186,0.0,0.4054653465346533,47.867820138010934,0.0,0.0
187,0.0,0.4575049504950495,46.68017487254615,0.0,0.0
188,0.0,0.5080990099009901,44.968568460552795,0.0,0.0
