,per_unit_pv_generation,per_unit_wind_generation,residential_demand,commercial_demand,industrial_demand
197,0.0,0.22308000000000006,3.4692524606231787,0.0,0.0
198,0.0,0.2789500000000001,3.905001037380689,0.0,0.0
199,0.0,0.3479700000000001,4.552538028539897,0.0,0.0
200,0.003,0.4211999999999999,5.007152814626296,0.0,0.0
201,0.069,0.4285,5.140737748422767,0.0,0.0
202,0.049,0.4358000000000001,5.163864069535597,0.0,0.0
203,0.219,0.44309999999999994,5.172079999404628,0.0,0.0
204,0.161,0.45331999999999995,5.1449978602067095,0.0,0.0
205,0.108,0.46354,5.183947453659895,0.0,0.0
206,0.067,0.47376000000000007,5.154735258570007,0.0,0.0
207,0.053,0.3063199999999999,5.155343845967712,0.0,0.0
208,0.0,0.177,5.232330151777524,0.0,0.0
209,0.0,0.09599999999999999,5.418862189174421,0.0,0.0
210,0.0,0.08650000000000001,5.215898292039461,0.0,0.0
211,0.0,0.07699999999999999,5.032104897932242,0.0,0.0
212,0.0,0.06699999999999998,4.776498190895714,0.0,0.0
213,0.0,0.06699999999999998,4.491679288769296,0.0,0.0
214,0.0,0.06649999999999999,4.190732820603667,0.0,0.0
215,0.0,0.066,3.937560463157962,0.0,0.0
216,0.0,0.052869999999999986,3.6968641473652304,0.0,0.0
217,0.0,0.04232999999999999,3.5520203467111973,0.0,0.0
218,0.0,0.03148,3.474729747202532,0.0,0.0
219,0.0,0.03613000000000001,3.435780153749347,0.0,0.0
220,0.0,0.04108999999999999,3.440953146629848,0.0,0.0
221,0.0,0.04574,3.582449716596498,0.0,0.0
222,0.0,0.04480999999999999,3.99294191634921,0.0,0.0
223,0.0,0.04419000000000001,4.63561020832677,0.0,0.0
224,0.003,0.04356999999999999,5.041233708897833,0.0,0.0
225,0.121,0.05473,5.132826112252589,0.0,0.0
226,0.187,0.06950000000000002,5.11578566511682,0.0,0.0
227,0.23,0.087,5.093876518799404,0.0,0.0
228,0.212,0.07150000000000002,5.037277890812744,0.0,0.0
229,0.207,0.057210000000000004,5.03088772313683,0.0,0.0
230,0.104,0.04728999999999999,5.014760157097621,0.0,0.0
231,0.072,0.034579999999999986,5.019324562580415,0.0,0.0
232,0.0,0.02463,5.100266686475317,0.0,0.0
233,0.0,0.01703,5.362872148585466,0.0,0.0
234,0.0,0.017599999999999998,5.195814907915164,0.0,0.0
235,0.0,0.018359999999999998,5.034843541221919,0.0,0.0
236,0.0,0.019119999999999998,4.786844176656715,0.0,0.0
237,0.0,0.019499999999999997,4.509632617001623,0.0,0.0
238,0.0,0.020069999999999994,4.192862876495638,0.0,0.0
239,0.0,0.02064,3.92417154040843,0.0,0.0
240,0.0,0.014180000000000003,3.68164946242258,0.0,0.0
241,0.0,0.008900000000000002,3.518243746138513,0.0,0.0
242,0.0,0.005499999999999998,3.4321286293631106,0.0,0.0
243,0.0,0.0056999999999999985,3.397439147693868,0.0,0.0
244,0.0,0.0058000000000000005,3.4226955246986677,0.0,0.0
245,0.0,0.005899999999999999,3.575450961522879,0.0,0.0
246,0.0,0.010569999999999996,3.9819873431905015,0.0,0.0
247,0.0,0.01874,4.624047047770356,0.0,0.0
248,0.002,0.026909999999999996,5.074706015771664,0.0,0.0
249,0.094,0.04325999999999999,5.2186369353291395,0.0,0.0
250,0.116,0.06150000000000001,5.246023368225909,0.0,0.0
251,0.151,0.08999999999999998,5.2140725298463435,0.0,0.0
252,0.144,0.07549999999999998,5.1020924486684365,0.0,0.0
253,0.098,0.060499999999999984,5.063447148914103,0.0,0.0
254,0.07,0.05131999999999999,5.0719673724819865,0.0,0.0
255,0.036,0.027859999999999996,5.090833581810873,0.0,0.0
256,0.0,0.012849999999999999,5.148345090894092,0.0,0.0
257,0.0,0.003700000000000001,5.435902636310188,0.0,0.0
258,0.0,0.003599999999999999,5.258195116180031,0.0,0.0
259,0.0,0.0033999999999999985,5.062838561516397,0.0,0.0
260,0.0,0.003300000000000001,4.816360665445457,0.0,0.0
261,0.0,0.005600000000000001,4.549190797852514,0.0,0.0
262,0.0,0.007799999999999998,4.205034624449758,0.0,0.0
263,0.0,0.010189999999999996,3.9348218198682847,0.0,0.0
264,0.0,0.006000000000000001,3.689256804893905,0.0,0.0
265,0.0,0.0020000000000000018,3.5225038579224552,0.0,0.0
266,0.0,0.0,3.441257440328701,0.0,0.0
267,0.0,0.0,3.4080894271537234,0.0,0.0
268,0.0,0.0006000000000000006,3.4266513427837566,0.0,0.0
269,0.0,0.0018999999999999996,3.5584105143871105,0.0,0.0
270,0.0,0.0031999999999999984,3.9898989793606794,0.0,0.0
271,0.0,0.004399999999999999,4.64778195628089,0.0,0.0
272,0.002,0.0056999999999999985,5.060404211925571,0.0,0.0
273,0.081,0.0058000000000000005,5.130391762661765,0.0,0.0
274,0.112,0.005899999999999999,5.1145684903214095,0.0,0.0
275,0.141,0.006099999999999999,5.1045267982592595,0.0,0.0
276,0.131,0.006099999999999999,5.027540492449446,0.0,0.0
277,0.117,0.006099999999999999,5.072880253578546,0.0,0.0
278,0.118,0.006099999999999999,5.097223749486786,0.0,0.0
279,0.058,0.0084,5.1145684903214095,0.0,0.0
280,0.0,0.011329999999999996,5.199466432301399,0.0,0.0
281,0.0,0.015699999999999995,5.40577756012374,0.0,0.0
282,0.0,0.02254,5.229895802186699,0.0,0.0
283,0.0,0.029309999999999992,5.097832336884493,0.0,0.0
284,0.0,0.04047,4.876610817818353,0.0,0.0
285,0.0,0.05131999999999999,4.579620167737816,0.0,0.0
286,0.0,0.06350000000000001,4.274413587788246,0.0,0.0
287,0.0,0.08099999999999999,4.027631398018453,0.0,0.0
288,0.0,0.0915,3.7805449145498082,0.0,0.0
289,0.0,0.102,3.62109501635083,0.0,0.0
290,0.0,0.11401999999999997,3.5489774097226667,0.0,0.0
291,0.0,0.11737000000000002,3.5340670184788694,0.0,0.0
292,0.0,0.12139,3.5331541373823105,0.0,0.0
293,0.0,0.12541000000000002,3.6621746656959866,0.0,0.0
294,0.0,0.0995,4.046497607347339,0.0,0.0
295,0.0,0.07749999999999999,4.680037088359309,0.0,0.0
296,0.002,0.057210000000000004,5.121567245395028,0.0,0.0
297,0.063,0.06550000000000002,5.296231828536656,0.0,0.0
298,0.123,0.07549999999999998,5.342484470762314,0.0,0.0
299,0.146,0.08599999999999998,5.279799968798593,0.0,0.0
300,0.168,0.053799999999999994,5.135260461843415,0.0,0.0
301,0.129,0.03148,5.11274272812829,0.0,0.0
302,0.095,0.01703,5.1261316508778245,0.0,0.0
303,0.064,0.012660000000000001,5.13495616814456,0.0,0.0
304,0.0,0.0092,5.21985411012455,0.0,0.0
305,0.0,0.007000000000000002,5.462680481809254,0.0,0.0
306,0.0,0.010569999999999996,5.249674892612146,0.0,0.0
307,0.0,0.016839999999999997,5.02480184915977,0.0,0.0
308,0.0,0.022920000000000003,4.76097921225421,0.0,0.0
309,0.0,0.023869999999999995,4.456685513401199,0.0,0.0
310,0.0,0.024819999999999995,4.184646946626607,0.0,0.0
311,0.0,0.02577,3.977118644008853,0.0,0.0
312,0.0,0.024439999999999993,3.7452468454828596,0.0,0.0
313,0.0,0.022920000000000003,3.5727123182332017,0.0,0.0
314,0.0,0.0214,3.444908964714937,0.0,0.0
315,0.0,0.019689999999999992,3.388918924125983,0.0,0.0
316,0.0,0.017979999999999996,3.393483329608778,0.0,0.0
317,0.0,0.016079999999999997,3.4385187970390243,0.0,0.0
318,0.0,0.0214,3.5748423741251734,0.0,0.0
319,0.0,0.026529999999999998,3.8371435425364684,0.0,0.0
320,0.003,0.03333999999999999,4.154217576741306,0.0,0.0
321,0.064,0.04078,4.432342017492958,0.0,0.0
322,0.091,0.04852999999999999,4.561362545806634,0.0,0.0
323,0.107,0.055970000000000006,4.613092474611646,0.0,0.0
324,0.159,0.03613000000000001,4.620699817082971,0.0,0.0
325,0.143,0.0214,4.579011580340111,0.0,0.0
326,0.133,0.009700000000000002,4.49015782027503,0.0,0.0
327,0.078,0.013609999999999999,4.4423837095551075,0.0,0.0
328,0.0,0.017979999999999996,4.505981092615388,0.0,0.0
329,0.0,0.02216,4.824576595314489,0.0,0.0
330,0.0,0.0214,4.772238079111771,0.0,0.0
331,0.0,0.020449999999999996,4.614613943105911,0.0,0.0
332,0.0,0.019499999999999997,4.393088130340919,0.0,0.0
333,0.0,0.021209999999999993,4.177648191552987,0.0,0.0
334,0.0,0.022729999999999997,3.983508811684767,0.0,0.0
335,0.0,0.024249999999999997,3.7854136137314565,0.0,0.0
336,0.0,0.02216,3.597055814141443,0.0,0.0
337,0.0,0.01988,3.435780153749347,0.0,0.0
338,0.0,0.01779,3.326234422162263,0.0,0.0
339,0.0,0.024249999999999997,3.2799817799366053,0.0,0.0
340,0.0,0.03209999999999999,3.2745044933572505,0.0,0.0
341,0.0,0.04264000000000001,3.2988479892654916,0.0,0.0
342,0.0,0.059380000000000016,3.362445372325771,0.0,0.0
343,0.0,0.08599999999999998,3.523721032717867,0.0,0.0
344,0.003,0.11401999999999997,3.7269892235516786,0.0,0.0
345,0.076,0.11268,3.921737190817605,0.0,0.0
346,0.115,0.11133999999999997,4.0887944314879086,0.0,0.0
347,0.129,0.11,4.1743009608656045,0.0,0.0
348,0.14,0.10849999999999999,4.236072581732766,0.0,0.0
349,0.12,0.10700000000000001,4.211424792125672,0.0,0.0
350,0.07,0.10500000000000001,4.173692373467898,0.0,0.0
351,0.061,0.09450000000000003,4.157260513729836,0.0,0.0
352,0.0,0.08400000000000002,4.25372161626624,0.0,0.0
353,0.0,0.07349999999999998,4.664822403416657,0.0,0.0
354,0.0,0.07549999999999998,4.666952459308629,0.0,0.0
355,0.0,0.07800000000000001,4.553146615937604,0.0,0.0
356,0.0,0.0805,4.364788816347589,0.0,0.0
357,0.0,0.08200000000000002,4.162129212911484,0.0,0.0
358,0.0,0.08349999999999999,3.929953120686636,0.0,0.0
359,0.0,0.08499999999999999,3.682562343519139,0.0,0.0
360,0.0,0.09250000000000003,3.4908573132417424,0.0,0.0
361,0.0,0.0995,3.389223217824836,0.0,0.0
362,0.0,0.10649999999999998,3.3484478621785327,0.0,0.0
363,0.0,0.11401999999999997,3.3417534008037664,0.0,0.0
364,0.0,0.12205999999999997,3.37644288247301,0.0,0.0
365,0.0,0.1301,3.545934472734137,0.0,0.0
366,0.0,0.10449999999999998,3.9847259864801794,0.0,0.0
367,0.0,0.0845,4.641087494906123,0.0,0.0
368,0.004,0.064,5.077748952760195,0.0,0.0
369,0.114,0.07299999999999998,5.16416836323445,0.0,0.0
370,0.163,0.08200000000000002,5.139216279928502,0.0,0.0
371,0.158,0.0915,5.1270445319743825,0.0,0.0
372,0.197,0.08999999999999998,5.07135878508428,0.0,0.0
373,0.278,0.08850000000000001,5.092659344003992,0.0,0.0
374,0.148,0.087,5.087182057424638,0.0,0.0
375,0.099,0.07899999999999999,5.103918210861553,0.0,0.0
376,0.004,0.07099999999999998,5.188816152841543,0.0,0.0
377,0.0,0.06299999999999997,5.420383657668684,0.0,0.0
378,0.0,0.07800000000000001,5.256369353986911,0.0,0.0
379,0.0,0.09250000000000003,5.087182057424638,0.0,0.0
380,0.0,0.10700000000000001,4.899737138931183,0.0,0.0
381,0.0,0.10649999999999998,4.615526824202471,0.0,0.0
382,0.0,0.106,4.309711656855194,0.0,0.0
383,0.0,0.10500000000000001,4.006635132797594,0.0,0.0
384,0.0,0.108,3.7887608444188396,0.0,0.0
385,0.0,0.11066999999999999,3.6536544421281034,0.0,0.0
386,0.0,0.11469000000000001,3.577885311113703,0.0,0.0
387,0.0,0.12273000000000002,3.5301112003937796,0.0,0.0
388,0.0,0.13144,3.482337089673858,0.0,0.0
389,0.0,0.13948000000000002,3.5870141220792933,0.0,0.0
390,0.0,0.13546,4.03432585939322,0.0,0.0
391,0.0,0.13144,4.731767017164322,0.0,0.0
392,0.003,0.12741999999999998,5.16629841912642,0.0,0.0
393,0.106,0.14015,5.272192626327268,0.0,0.0
394,0.143,0.15287999999999996,5.288624486065331,0.0,0.0
395,0.204,0.16561,5.254847885492645,0.0,0.0
396,0.213,0.12407,5.13586904924112,0.0,0.0
397,0.141,0.08999999999999998,5.106048266753524,0.0,0.0
398,0.117,0.059380000000000016,5.101483861270729,0.0,0.0
399,0.094,0.06699999999999998,5.134651874445709,0.0,0.0
400,0.002,0.07499999999999998,5.191250502432367,0.0,0.0
401,0.0,0.08299999999999999,5.416427839583596,0.0,0.0
402,0.0,0.07600000000000001,5.305969226899952,0.0,0.0
403,0.0,0.06950000000000002,5.163864069535597,0.0,0.0
404,0.0,0.062499999999999986,4.933513739503867,0.0,0.0
405,0.0,0.05194,4.652954949161391,0.0,0.0
406,0.0,0.04264000000000001,4.325230635496698,0.0,0.0
407,0.0,0.03333999999999999,4.045280432551928,0.0,0.0
408,0.0,0.026909999999999996,3.8051927041569025,0.0,0.0
409,0.0,0.021969999999999996,3.6691734207696065,0.0,0.0
410,0.0,0.017219999999999996,3.5791024859091154,0.0,0.0
411,0.0,0.022920000000000003,3.556584752193992,0.0,0.0
412,0.0,0.028619999999999993,3.588231296874706,0.0,0.0
413,0.0,0.037680000000000005,3.719686174779207,0.0,0.0
414,0.0,0.04047,4.132917017821595,0.0,0.0
415,0.0,0.04356999999999999,4.800233099406249,0.0,0.0
416,0.002,0.04667,5.223201340811934,0.0,0.0
417,0.04,0.05194,5.356786274608406,0.0,0.0
418,0.09,0.057519999999999995,5.37443530914188,0.0,0.0
419,0.093,0.06499999999999997,5.353439043921022,0.0,0.0
420,0.113,0.05194,5.2895373671618895,0.0,0.0
421,0.135,0.04047,5.265193871253649,0.0,0.0
422,0.083,0.028999999999999998,5.202205075591075,0.0,0.0
423,0.031,0.024439999999999993,5.198249257505987,0.0,0.0
424,0.001,0.019689999999999992,5.27036686413415,0.0,0.0
425,0.0,0.01513,5.525669277471827,0.0,0.0
426,0.0,0.01665,5.373218134346468,0.0,0.0
427,0.0,0.018170000000000002,5.190337621335809,0.0,0.0
428,0.0,0.01988,4.954205711025871,0.0,0.0
429,0.0,0.01779,4.666343871910924,0.0,0.0
430,0.0,0.015699999999999995,4.34166249523476,0.0,0.0
431,0.0,0.013609999999999999,4.071449690653288,0.0,0.0
432,0.0,0.025199999999999993,3.8201030954006994,0.0,0.0
433,0.0,0.041710000000000004,3.6697820081673127,0.0,0.0
434,0.0,0.06099999999999998,3.5760595489205853,0.0,0.0
435,0.0,0.04822,3.545021591637578,0.0,0.0
436,0.0,0.03581999999999999,3.5760595489205853,0.0,0.0
437,0.0,0.02557999999999999,3.7260763424551198,0.0,0.0
438,0.0,0.024249999999999997,4.142350122486039,0.0,0.0
439,0.0,0.022729999999999997,4.8069275607810145,0.0,0.0
440,0.002,0.0214,5.180904516671364,0.0,0.0
441,0.069,0.020449999999999996,5.242676137538527,0.0,0.0
442,0.088,0.019689999999999992,5.208595243266989,0.0,0.0
443,0.102,0.01874,5.116698546213378,0.0,0.0
444,0.138,0.0094,4.988895192695116,0.0,0.0
445,0.086,0.0042,4.960595878701786,0.0,0.0
446,0.065,0.0,4.95603147321899,0.0,0.0
447,0.035,0.0,4.997415416263,0.0,0.0
448,0.001,0.0,5.08231335824299,0.0,0.0
449,0.0,0.0,5.340963002268048,0.0,0.0
450,0.0,0.0,5.291363129355007,0.0,0.0
451,0.0,0.0,5.134651874445709,0.0,0.0
452,0.0,0.0,4.921341991549746,0.0,0.0
453,0.0,0.0,4.650216305871714,0.0,0.0
454,0.0,0.0,4.343792551126732,0.0,0.0
455,0.0,0.0,4.031282922404689,0.0,0.0
456,0.0,0.0,3.7939338372993405,0.0,0.0
457,0.0,0.0,3.6320495895095393,0.0,0.0
458,0.0,0.0,3.549585997120373,0.0,0.0
459,0.0,0.0004999999999999983,3.5261553823086915,0.0,0.0
460,0.0,0.003300000000000001,3.5407614798536358,0.0,0.0
461,0.0,0.006099999999999999,3.6779979380363432,0.0,0.0
