timestep,Demand,Demand AC,Demand DC,Demand shortage AC,Demand shortage DC,PV generation,PV generation DC,Wind generation,Excess generation,Storage discharge,Storage discharge DC,Storage SOC,Storage charge,Storage charge DC,Genset generation,Grid availability
2019-01-01 00:00:00,3.513679340655718,3.513679340655718,0.0,-0.0,-0.0,0.0,0.0,3.1815095,0.0,-0.0,-0.0,0.22954382204029533,0.25200861,0.25200861,0.58417842,0
2019-01-01 01:00:00,3.4506905449931446,3.4506905449931446,0.0,-0.0,-0.0,0.0,0.0,3.5005467,0.0,-0.0,-0.0,0.27908862231466497,0.42261676,0.42261676,0.3727606,0
2019-01-01 02:00:00,3.321365722980615,3.321365722980615,0.0,-0.0,-0.0,0.0,0.0,3.8195839,0.0,-0.0,-0.0,0.3464663251984359,0.5747314,0.5747314,0.076513247,0
2019-01-01 03:00:00,3.2157758094786195,3.2157758094786195,0.0,-0.0,-0.0,0.0,0.0,4.1474832,0.81395785,-0.0,-0.0,0.3602705084314193,0.11774953,0.11774953,-0.0,0
2019-01-01 04:00:00,3.1473097272366926,3.1473097272366926,0.0,-0.0,-0.0,0.0,0.0,4.4665204,1.3192106,-0.0,-0.0,0.3602705084314193,0.0,0.0,-0.0,0
2019-01-01 05:00:00,3.1393980910665142,3.1393980910665142,0.0,-0.0,-0.0,0.0,0.0,4.7944197,1.6714534,-0.01643186,-0.01643186,0.35822314210549205,0.0,0.0,-0.0,0
2019-01-01 06:00:00,3.174696160133464,3.174696160133464,0.0,-0.0,-0.0,0.0,0.0,5.1134568,1.9387607,-0.0,-0.0,0.35822314210549205,0.0,0.0,-0.0,0
2019-01-01 07:00:00,3.26537568239166,3.26537568239166,0.0,-0.0,-0.0,0.0,0.0,5.4413561,2.0975866,-0.0,-0.0,0.36741352674860456,0.07839387,0.07839387,-0.0,0
2019-01-01 08:00:00,3.359098141638389,3.359098141638389,0.0,-0.0,-0.0,0.0,0.0,5.3881833,2.0290851,-0.0,-0.0,0.36741352674860456,0.0,0.0,-0.0,0
2019-01-01 09:00:00,3.4646880551403836,3.4646880551403836,0.0,-0.0,-0.0,0.0,0.0,5.2906997,1.6998829,-0.0,-0.0,0.38220002909563516,0.12612875,0.12612875,-0.0,0
2019-01-01 10:00:00,3.655784498020074,3.655784498020074,0.0,-0.0,-0.0,0.0,0.0,5.184354,1.5285695,-0.0,-0.0,0.38220002909563516,0.0,0.0,-0.0,0
2019-01-01 11:00:00,3.8131043403270803,3.8131043403270803,0.0,-0.0,-0.0,0.0,0.0,5.0868704,1.1617379,-0.0,-0.0,0.39533346813964493,0.1120282,0.1120282,-0.0,0
2019-01-01 12:00:00,3.919302841226781,3.919302841226781,0.0,-0.0,-0.0,0.0,0.0,5.5033912,1.5840883,-0.0,-0.0,0.39533346813964493,0.0,0.0,-0.0,0
2019-01-01 13:00:00,3.953992322896025,3.953992322896025,0.0,-0.0,-0.0,0.0,0.0,5.928774,1.9551186,-0.0,-0.0,0.39763865123445,0.019663149,0.019663149,-0.0,0
2019-01-01 14:00:00,3.9655554834524405,3.9655554834524405,0.0,-0.0,-0.0,0.0,0.0,6.3452948,2.3797393,-0.0,-0.0,0.39763865123445,0.0,0.0,-0.0,0
2019-01-01 15:00:00,3.974075707020324,3.974075707020324,0.0,-0.0,-0.0,0.0,0.0,6.6731941,2.6451741,-0.0,-0.0,0.4039627157697146,0.053944297,0.053944297,-0.0,0
2019-01-01 16:00:00,4.092445955874145,4.092445955874145,0.0,-0.0,-0.0,0.0,0.0,6.9922313,2.8997853,-0.0,-0.0,0.4039627157697146,0.0,0.0,-0.0,0
2019-01-01 17:00:00,4.349878425103792,4.349878425103792,0.0,-0.0,-0.0,0.0,0.0,7.3201306,2.8595176,-0.0,-0.0,0.41694451282051653,0.11073458,0.11073458,-0.0,0
