,per_unit_pv_generation,per_unit_wind_generation,residential_demand,commercial_demand,commercial_dummy,industrial_demand,temperature,wind_speed,GHI
0,0.0,0.7043168316831683,36.66775369070003,0.0,0.0,0.0,7.59,11.19,7.59
1,0.0,0.6540990099009901,36.01042061596418,0.0,0.0,0.0,7.32,10.84,7.32
2,0.0,0.6035049504950495,34.660823723390564,0.0,0.0,0.0,7.04,10.49,7.04
3,0.0,0.5514653465346535,33.55891755463045,0.0,0.0,0.0,6.76,10.13,6.76
4,0.0,0.5008712871287128,32.84442508209148,0.0,0.0,0.0,6.48,9.78,6.48
5,0.0,0.45027722772277223,32.76186150748698,0.0,0.0,0.0,6.2,9.43,6.2
6,0.0,0.3996831683168317,33.13022207110708,0.0,0.0,0.0,5.92,9.08,5.92
7,0.0,0.3551287128712872,34.07652765695868,0.0,0.0,0.0,5.64,8.72,5.64
8,0.0,0.3775148514851485,35.054588463812046,0.0,0.0,0.0,6.37,8.91,6.37
9,0.0,0.381049504950495,36.15649463257214,0.0,0.0,0.0,6.36,8.94,6.36
10,0.079,0.3845841584158417,38.150722511480915,0.0,0.0,0.0,6.36,8.97,6.36
11,0.135,0.3895643564356435,39.79246743727046,0.0,0.0,0.0,6.36,9.01,6.36
12,0.178,0.40401980198019793,40.900724650230906,0.0,0.0,0.0,6.45,9.11,6.45
13,0.214,0.419920792079208,41.26273416965066,0.0,0.0,0.0,6.53,9.22,6.53
14,0.133,0.4343762376237624,41.38340400945725,0.0,0.0,0.0,6.62,9.32,6.62
15,0.07,0.4994257425742573,41.4723186282621,0.0,0.0,0.0,6.62,9.77,6.62
16,0.0,0.5644752475247525,42.707596725229465,0.0,0.0,0.0,6.62,10.22,6.62
17,0.0,0.6280792079207921,45.394088421976,0.0,0.0,0.0,6.63,10.66,6.63
18,0.0,0.6454257425742573,45.42584364297774,0.0,0.0,0.0,6.8,10.78,6.8
19,0.0,0.6613267326732674,44.651016250535484,0.0,0.0,0.0,6.98,10.89,6.98
20,0.0,0.6786534653465347,43.507828294473114,0.0,0.0,0.0,7.16,11.01,7.16
21,0.0,0.6914851485148515,41.70730726367491,0.0,0.0,0.0,7.45,11.1,7.45
22,0.0,0.7057425742574256,39.73848356156752,0.0,0.0,0.0,7.73,11.2,7.73
23,0.0,0.7200000000000001,37.37589511903865,0.0,0.0,0.0,8.02,11.3,8.02
24,0.0,0.7841584158415842,35.32768336442693,0.0,0.0,0.0,8.03,11.75,8.03
25,0.0,0.8322772277227721,34.016192737055405,0.0,0.0,0.0,8.04,12.2,8.04
26,0.0,0.8603465346534652,33.317577875017285,0.0,0.0,0.0,8.05,12.65,8.05
27,0.0,0.8428811881188117,33.04130745230223,0.0,0.0,0.0,8.1,12.37,8.1
28,0.0,0.826039603960396,33.39696592752162,0.0,0.0,0.0,8.16,12.1,8.16
29,0.0,0.7941386138613862,34.88311027040268,0.0,0.0,0.0,8.21,11.82,8.21
30,0.0,0.7556435643564358,38.54131172980222,0.0,0.0,0.0,8.21,11.55,8.21
31,0.0,0.7171485148514851,43.641200222680396,0.0,0.0,0.0,8.22,11.28,8.22
32,0.0,0.6786534653465347,47.988489977817515,0.0,0.0,0.0,8.23,11.01,8.23
33,0.0,0.6035049504950495,49.989068900926625,0.0,0.0,0.0,8.19,10.49,8.19
34,0.063,0.5297821782178218,50.65592854196301,0.0,0.0,0.0,8.16,9.98,8.16
35,0.139,0.45461386138613874,50.52573213585591,0.0,0.0,0.0,8.13,9.46,8.13
36,0.136,0.4285940594059405,50.230408580539795,0.0,0.0,0.0,8.15,9.28,8.15
37,0.135,0.40257425742574254,50.4431685612514,0.0,0.0,0.0,8.18,9.1,8.18
38,0.158,0.3786930693069307,50.39553572974881,0.0,0.0,0.0,8.21,8.92,8.21
